Type,WKT
Round bollard,"POLYGON Z ((842523.4141032139 6520285.30304542 0.5, 842523.3711320377 6520285.435297102 0.5, 842523.2586320377 6520285.517033136 0.5, 842523.1195743902 6520285.517033136 0.5, 842523.0070743902 6520285.435297102 0.5, 842522.964103214 6520285.30304542 0.5, 842523.0070743902 6520285.170793738 0.5, 842523.1195743902 6520285.0890577035 0.5, 842523.2586320377 6520285.0890577035 0.5, 842523.3711320377 6520285.170793738 0.5, 842523.4141032139 6520285.30304542 0.5))"
Round bollard,"POLYGON Z ((842525.204961401 6520285.66601227 0.5, 842525.1619902247 6520285.798263952 0.5, 842525.0494902247 6520285.879999987 0.5, 842524.9104325772 6520285.879999987 0.5, 842524.7979325772 6520285.798263952 0.5, 842524.754961401 6520285.66601227 0.5, 842524.7979325772 6520285.533760589 0.5, 842524.9104325772 6520285.452024554 0.5, 842525.0494902247 6520285.452024554 0.5, 842525.1619902247 6520285.533760589 0.5, 842525.204961401 6520285.66601227 0.5))"
Round bollard,"POLYGON Z ((842527.2181221499 6520286.14126556 0.5, 842527.1751509737 6520286.273517242 0.5, 842527.0626509737 6520286.355253276 0.5, 842526.9235933262 6520286.355253276 0.5, 842526.8110933262 6520286.273517242 0.5, 842526.76812215 6520286.14126556 0.5, 842526.8110933262 6520286.009013878 0.5, 842526.9235933262 6520285.9272778435 0.5, 842527.0626509737 6520285.9272778435 0.5, 842527.1751509737 6520286.009013878 0.5, 842527.2181221499 6520286.14126556 0.5))"
Round bollard,"POLYGON Z ((842529.23625698 6520286.40239167 0.5, 842529.1932858038 6520286.534643352 0.5, 842529.0807858037 6520286.616379387 0.5, 842528.9417281563 6520286.616379387 0.5, 842528.8292281562 6520286.534643352 0.5, 842528.78625698 6520286.40239167 0.5, 842528.8292281562 6520286.2701399885 0.5, 842528.9417281563 6520286.188403954 0.5, 842529.0807858037 6520286.188403954 0.5, 842529.1932858038 6520286.2701399885 0.5, 842529.23625698 6520286.40239167 0.5))"
Round bollard,"POLYGON Z ((842531.175730853 6520286.8223736 0.5, 842531.1327596768 6520286.9546252815 0.5, 842531.0202596767 6520287.036361316 0.5, 842530.8812020293 6520287.036361316 0.5, 842530.7687020293 6520286.9546252815 0.5, 842530.725730853 6520286.8223736 0.5, 842530.7687020293 6520286.690121918 0.5, 842530.8812020293 6520286.608385883 0.5, 842531.0202596767 6520286.608385883 0.5, 842531.1327596768 6520286.690121918 0.5, 842531.175730853 6520286.8223736 0.5))"
Round bollard,"POLYGON Z ((842527.463412273 6520336.0924548 0.5, 842527.4204410968 6520336.224706482 0.5, 842527.3079410967 6520336.306442517 0.5, 842527.1688834493 6520336.306442517 0.5, 842527.0563834492 6520336.224706482 0.5, 842527.013412273 6520336.0924548 0.5, 842527.0563834492 6520335.960203119 0.5, 842527.1688834493 6520335.878467084 0.5, 842527.3079410967 6520335.878467084 0.5, 842527.4204410968 6520335.960203119 0.5, 842527.463412273 6520336.0924548 0.5))"
Round bollard,"POLYGON Z ((842527.921536686 6520334.12134603 0.5, 842527.8785655098 6520334.253597712 0.5, 842527.7660655098 6520334.335333747 0.5, 842527.6270078623 6520334.335333747 0.5, 842527.5145078623 6520334.253597712 0.5, 842527.4715366861 6520334.12134603 0.5, 842527.5145078623 6520333.989094349 0.5, 842527.6270078623 6520333.907358314 0.5, 842527.7660655098 6520333.907358314 0.5, 842527.8785655098 6520333.989094349 0.5, 842527.921536686 6520334.12134603 0.5))"
Round bollard,"POLYGON Z ((842528.193581437 6520332.09235364 0.5, 842528.1506102608 6520332.224605322 0.5, 842528.0381102607 6520332.306341357 0.5, 842527.8990526133 6520332.306341357 0.5, 842527.7865526133 6520332.224605322 0.5, 842527.743581437 6520332.09235364 0.5, 842527.7865526133 6520331.960101958 0.5, 842527.8990526133 6520331.878365924 0.5, 842528.0381102607 6520331.878365924 0.5, 842528.1506102608 6520331.960101958 0.5, 842528.193581437 6520332.09235364 0.5))"
Round bollard,"POLYGON Z ((842528.575533294 6520330.1730362 0.5, 842528.5325621178 6520330.305287882 0.5, 842528.4200621177 6520330.3870239165 0.5, 842528.2810044703 6520330.3870239165 0.5, 842528.1685044703 6520330.305287882 0.5, 842528.125533294 6520330.1730362 0.5, 842528.1685044703 6520330.040784518 0.5, 842528.2810044703 6520329.9590484835 0.5, 842528.4200621177 6520329.9590484835 0.5, 842528.5325621178 6520330.040784518 0.5, 842528.575533294 6520330.1730362 0.5))"
Round bollard,"POLYGON Z ((842528.918777033 6520328.3063804 0.5, 842528.8758058568 6520328.438632082 0.5, 842528.7633058567 6520328.520368117 0.5, 842528.6242482093 6520328.520368117 0.5, 842528.5117482092 6520328.438632082 0.5, 842528.468777033 6520328.3063804 0.5, 842528.5117482092 6520328.174128719 0.5, 842528.6242482093 6520328.092392684 0.5, 842528.7633058567 6520328.092392684 0.5, 842528.8758058568 6520328.174128719 0.5, 842528.918777033 6520328.3063804 0.5))"
Round bollard,"POLYGON Z ((842529.373171569 6520326.49586761 0.5, 842529.3302003928 6520326.628119292 0.5, 842529.2177003927 6520326.709855326 0.5, 842529.0786427453 6520326.709855326 0.5, 842528.9661427452 6520326.628119292 0.5, 842528.923171569 6520326.49586761 0.5, 842528.9661427452 6520326.363615928 0.5, 842529.0786427453 6520326.2818798935 0.5, 842529.2177003927 6520326.2818798935 0.5, 842529.3302003928 6520326.363615928 0.5, 842529.373171569 6520326.49586761 0.5))"
Round bollard,"POLYGON Z ((842529.717659312 6520324.57567988 0.5, 842529.6746881357 6520324.707931561 0.5, 842529.5621881357 6520324.789667596 0.5, 842529.4231304883 6520324.789667596 0.5, 842529.3106304882 6520324.707931561 0.5, 842529.267659312 6520324.57567988 0.5, 842529.3106304882 6520324.443428198 0.5, 842529.4231304883 6520324.361692163 0.5, 842529.5621881357 6520324.361692163 0.5, 842529.6746881357 6520324.443428198 0.5, 842529.717659312 6520324.57567988 0.5))"
Round bollard,"POLYGON Z ((842529.992192152 6520322.43962365 0.5, 842529.9492209757 6520322.571875332 0.5, 842529.8367209757 6520322.653611367 0.5, 842529.6976633283 6520322.653611367 0.5, 842529.5851633282 6520322.571875332 0.5, 842529.542192152 6520322.43962365 0.5, 842529.5851633282 6520322.307371968 0.5, 842529.6976633283 6520322.225635934 0.5, 842529.8367209757 6520322.225635934 0.5, 842529.9492209757 6520322.307371968 0.5, 842529.992192152 6520322.43962365 0.5))"
Round bollard,"POLYGON Z ((842530.525247748 6520320.47025576 0.5, 842530.4822765718 6520320.602507441 0.5, 842530.3697765718 6520320.684243476 0.5, 842530.2307189243 6520320.684243476 0.5, 842530.1182189243 6520320.602507441 0.5, 842530.075247748 6520320.47025576 0.5, 842530.1182189243 6520320.338004078 0.5, 842530.2307189243 6520320.256268043 0.5, 842530.3697765718 6520320.256268043 0.5, 842530.4822765718 6520320.338004078 0.5, 842530.525247748 6520320.47025576 0.5))"
Round bollard,"POLYGON Z ((842530.866005257 6520318.71066397 0.5, 842530.8230340808 6520318.842915651 0.5, 842530.7105340807 6520318.924651686 0.5, 842530.5714764333 6520318.924651686 0.5, 842530.4589764333 6520318.842915651 0.5, 842530.416005257 6520318.71066397 0.5, 842530.4589764333 6520318.578412288 0.5, 842530.5714764333 6520318.496676253 0.5, 842530.7105340807 6520318.496676253 0.5, 842530.8230340808 6520318.578412288 0.5, 842530.866005257 6520318.71066397 0.5))"
Round bollard,"POLYGON Z ((842531.212981028 6520316.68341241 0.5, 842531.1700098518 6520316.815664092 0.5, 842531.0575098518 6520316.897400127 0.5, 842530.9184522043 6520316.897400127 0.5, 842530.8059522043 6520316.815664092 0.5, 842530.7629810281 6520316.68341241 0.5, 842530.8059522043 6520316.551160729 0.5, 842530.9184522043 6520316.469424694 0.5, 842531.0575098518 6520316.469424694 0.5, 842531.1700098518 6520316.551160729 0.5, 842531.212981028 6520316.68341241 0.5))"
Round bollard,"POLYGON Z ((842531.633642999 6520314.71143354 0.5, 842531.5906718228 6520314.843685222 0.5, 842531.4781718227 6520314.925421257 0.5, 842531.3391141753 6520314.925421257 0.5, 842531.2266141752 6520314.843685222 0.5, 842531.183642999 6520314.71143354 0.5, 842531.2266141752 6520314.579181858 0.5, 842531.3391141753 6520314.497445824 0.5, 842531.4781718227 6520314.497445824 0.5, 842531.5906718228 6520314.579181858 0.5, 842531.633642999 6520314.71143354 0.5))"
Round bollard,"POLYGON Z ((842531.939423496 6520312.84390753 0.5, 842531.8964523198 6520312.976159212 0.5, 842531.7839523198 6520313.057895247 0.5, 842531.6448946723 6520313.057895247 0.5, 842531.5323946723 6520312.976159212 0.5, 842531.4894234961 6520312.84390753 0.5, 842531.5323946723 6520312.711655849 0.5, 842531.6448946723 6520312.629919814 0.5, 842531.7839523198 6520312.629919814 0.5, 842531.8964523198 6520312.711655849 0.5, 842531.939423496 6520312.84390753 0.5))"
Round bollard,"POLYGON Z ((842532.283912612 6520310.92371994 0.5, 842532.2409414358 6520311.055971622 0.5, 842532.1284414358 6520311.137707656 0.5, 842531.9893837883 6520311.137707656 0.5, 842531.8768837883 6520311.055971622 0.5, 842531.833912612 6520310.92371994 0.5, 842531.8768837883 6520310.791468258 0.5, 842531.9893837883 6520310.709732223 0.5, 842532.1284414358 6520310.709732223 0.5, 842532.2409414358 6520310.791468258 0.5, 842532.283912612 6520310.92371994 0.5))"
Round bollard,"POLYGON Z ((842532.663379504 6520309.11146665 0.5, 842532.6204083278 6520309.243718332 0.5, 842532.5079083277 6520309.325454366 0.5, 842532.3688506803 6520309.325454366 0.5, 842532.2563506803 6520309.243718332 0.5, 842532.213379504 6520309.11146665 0.5, 842532.2563506803 6520308.979214968 0.5, 842532.3688506803 6520308.897478933 0.5, 842532.5079083277 6520308.897478933 0.5, 842532.6204083278 6520308.979214968 0.5, 842532.663379504 6520309.11146665 0.5))"
Round bollard,"POLYGON Z ((842533.046577491 6520307.1386175 0.5, 842533.0036063148 6520307.2708691815 0.5, 842532.8911063147 6520307.352605216 0.5, 842532.7520486673 6520307.352605216 0.5, 842532.6395486672 6520307.2708691815 0.5, 842532.596577491 6520307.1386175 0.5, 842532.6395486672 6520307.006365818 0.5, 842532.7520486673 6520306.924629783 0.5, 842532.8911063147 6520306.924629783 0.5, 842533.0036063148 6520307.006365818 0.5, 842533.046577491 6520307.1386175 0.5))"
Round bollard,"POLYGON Z ((842533.357333226 6520305.05696372 0.5, 842533.3143620498 6520305.189215402 0.5, 842533.2018620498 6520305.270951437 0.5, 842533.0628044023 6520305.270951437 0.5, 842532.9503044023 6520305.189215402 0.5, 842532.9073332261 6520305.05696372 0.5, 842532.9503044023 6520304.924712039 0.5, 842533.0628044023 6520304.842976004 0.5, 842533.2018620498 6520304.842976004 0.5, 842533.3143620498 6520304.924712039 0.5, 842533.357333226 6520305.05696372 0.5))"
Round bollard,"POLYGON Z ((842533.7742656 6520303.24558086 0.5, 842533.7312944238 6520303.377832542 0.5, 842533.6187944238 6520303.459568577 0.5, 842533.4797367763 6520303.459568577 0.5, 842533.3672367763 6520303.377832542 0.5, 842533.3242656001 6520303.24558086 0.5, 842533.3672367763 6520303.113329179 0.5, 842533.4797367763 6520303.031593144 0.5, 842533.6187944238 6520303.031593144 0.5, 842533.7312944238 6520303.113329179 0.5, 842533.7742656 6520303.24558086 0.5))"
Round bollard,"POLYGON Z ((842534.2311503689 6520301.32800449 0.5, 842534.1881791927 6520301.460256171 0.5, 842534.0756791927 6520301.541992206 0.5, 842533.9366215452 6520301.541992206 0.5, 842533.8241215452 6520301.460256171 0.5, 842533.781150369 6520301.32800449 0.5, 842533.8241215452 6520301.195752808 0.5, 842533.9366215452 6520301.114016773 0.5, 842534.0756791927 6520301.114016773 0.5, 842534.1881791927 6520301.195752808 0.5, 842534.2311503689 6520301.32800449 0.5))"
Round bollard,"POLYGON Z ((842532.847124505 6520297.97507863 0.5, 842532.8041533288 6520298.107330312 0.5, 842532.6916533287 6520298.189066347 0.5, 842532.5525956813 6520298.189066347 0.5, 842532.4400956812 6520298.107330312 0.5, 842532.397124505 6520297.97507863 0.5, 842532.4400956812 6520297.8428269485 0.5, 842532.5525956813 6520297.761090914 0.5, 842532.6916533287 6520297.761090914 0.5, 842532.8041533288 6520297.8428269485 0.5, 842532.847124505 6520297.97507863 0.5))"
Round bollard,"POLYGON Z ((842534.905207431 6520298.13001305 0.5, 842534.8622362547 6520298.262264731 0.5, 842534.7497362547 6520298.344000766 0.5, 842534.6106786072 6520298.344000766 0.5, 842534.4981786072 6520298.262264731 0.5, 842534.455207431 6520298.13001305 0.5, 842534.4981786072 6520297.997761368 0.5, 842534.6106786072 6520297.916025333 0.5, 842534.7497362547 6520297.916025333 0.5, 842534.8622362547 6520297.997761368 0.5, 842534.905207431 6520298.13001305 0.5))"
Round bollard,"POLYGON Z ((842532.987186117 6520287.10547997 0.5, 842532.9442149408 6520287.237731651 0.5, 842532.8317149407 6520287.319467686 0.5, 842532.6926572933 6520287.319467686 0.5, 842532.5801572932 6520287.237731651 0.5, 842532.537186117 6520287.10547997 0.5, 842532.5801572932 6520286.973228288 0.5, 842532.6926572933 6520286.891492253 0.5, 842532.8317149407 6520286.891492253 0.5, 842532.9442149408 6520286.973228288 0.5, 842532.987186117 6520287.10547997 0.5))"
Round bollard,"POLYGON Z ((842535.004076782 6520287.42013993 0.5, 842534.9611056058 6520287.552391612 0.5, 842534.8486056058 6520287.634127647 0.5, 842534.7095479583 6520287.634127647 0.5, 842534.5970479583 6520287.552391612 0.5, 842534.5540767821 6520287.42013993 0.5, 842534.5970479583 6520287.287888248 0.5, 842534.7095479583 6520287.206152214 0.5, 842534.8486056058 6520287.206152214 0.5, 842534.9611056058 6520287.287888248 0.5, 842535.004076782 6520287.42013993 0.5))"
Round bollard,"POLYGON Z ((842536.892091436 6520298.12261151 0.5, 842536.8491202598 6520298.254863191 0.5, 842536.7366202597 6520298.336599226 0.5, 842536.5975626123 6520298.336599226 0.5, 842536.4850626122 6520298.254863191 0.5, 842536.442091436 6520298.12261151 0.5, 842536.4850626122 6520297.990359828 0.5, 842536.5975626123 6520297.908623793 0.5, 842536.7366202597 6520297.908623793 0.5, 842536.8491202598 6520297.990359828 0.5, 842536.892091436 6520298.12261151 0.5))"
Round bollard,"POLYGON Z ((842537.029672893 6520287.36007686 0.5, 842536.9867017168 6520287.492328541 0.5, 842536.8742017167 6520287.574064576 0.5, 842536.7351440693 6520287.574064576 0.5, 842536.6226440693 6520287.492328541 0.5, 842536.579672893 6520287.36007686 0.5, 842536.6226440693 6520287.227825178 0.5, 842536.7351440693 6520287.146089143 0.5, 842536.8742017167 6520287.146089143 0.5, 842536.9867017168 6520287.227825178 0.5, 842537.029672893 6520287.36007686 0.5))"
Round bollard,"POLYGON Z ((842538.796745244 6520287.13332575 0.5, 842538.7537740677 6520287.265577432 0.5, 842538.6412740677 6520287.3473134665 0.5, 842538.5022164203 6520287.3473134665 0.5, 842538.3897164202 6520287.265577432 0.5, 842538.346745244 6520287.13332575 0.5, 842538.3897164202 6520287.001074068 0.5, 842538.5022164203 6520286.919338034 0.5, 842538.6412740677 6520286.919338034 0.5, 842538.7537740677 6520287.001074068 0.5, 842538.796745244 6520287.13332575 0.5))"
Round bollard,"POLYGON Z ((842541.714961688 6520297.05632042 0.5, 842541.6719905118 6520297.188572101 0.5, 842541.5594905118 6520297.270308136 0.5, 842541.4204328643 6520297.270308136 0.5, 842541.3079328643 6520297.188572101 0.5, 842541.2649616881 6520297.05632042 0.5, 842541.3079328643 6520296.924068738 0.5, 842541.4204328643 6520296.842332703 0.5, 842541.5594905118 6520296.842332703 0.5, 842541.6719905118 6520296.924068738 0.5, 842541.714961688 6520297.05632042 0.5))"
Round bollard,"POLYGON Z ((842543.6056197269 6520296.35039436 0.5, 842543.5626485507 6520296.482646042 0.5, 842543.4501485507 6520296.564382076 0.5, 842543.3110909032 6520296.564382076 0.5, 842543.1985909032 6520296.482646042 0.5, 842543.155619727 6520296.35039436 0.5, 842543.1985909032 6520296.218142678 0.5, 842543.3110909032 6520296.136406643 0.5, 842543.4501485507 6520296.136406643 0.5, 842543.5626485507 6520296.218142678 0.5, 842543.6056197269 6520296.35039436 0.5))"
Round bollard,"POLYGON Z ((842545.167800011 6520295.2619112 0.5, 842545.1248288348 6520295.394162882 0.5, 842545.0123288347 6520295.475898917 0.5, 842544.8732711873 6520295.475898917 0.5, 842544.7607711873 6520295.394162882 0.5, 842544.717800011 6520295.2619112 0.5, 842544.7607711873 6520295.129659519 0.5, 842544.8732711873 6520295.047923484 0.5, 842545.0123288347 6520295.047923484 0.5, 842545.1248288348 6520295.129659519 0.5, 842545.167800011 6520295.2619112 0.5))"
Round bollard,"POLYGON Z ((842546.8423756569 6520294.1760398 0.5, 842546.7994044807 6520294.308291482 0.5, 842546.6869044807 6520294.3900275165 0.5, 842546.5478468332 6520294.3900275165 0.5, 842546.4353468332 6520294.308291482 0.5, 842546.392375657 6520294.1760398 0.5, 842546.4353468332 6520294.043788118 0.5, 842546.5478468332 6520293.962052084 0.5, 842546.6869044807 6520293.962052084 0.5, 842546.7994044807 6520294.043788118 0.5, 842546.8423756569 6520294.1760398 0.5))"
Round bollard,"POLYGON Z ((842548.779206499 6520293.09626209 0.5, 842548.7362353228 6520293.228513772 0.5, 842548.6237353227 6520293.310249806 0.5, 842548.4846776753 6520293.310249806 0.5, 842548.3721776752 6520293.228513772 0.5, 842548.329206499 6520293.09626209 0.5, 842548.3721776752 6520292.964010408 0.5, 842548.4846776753 6520292.882274373 0.5, 842548.6237353227 6520292.882274373 0.5, 842548.7362353228 6520292.964010408 0.5, 842548.779206499 6520293.09626209 0.5))"
Round bollard,"POLYGON Z ((842526.988421168 6520337.98283049 0.5, 842526.9454499917 6520338.115082172 0.5, 842526.8329499917 6520338.196818206 0.5, 842526.6938923443 6520338.196818206 0.5, 842526.5813923442 6520338.115082172 0.5, 842526.538421168 6520337.98283049 0.5, 842526.5813923442 6520337.850578808 0.5, 842526.6938923443 6520337.7688427735 0.5, 842526.8329499917 6520337.7688427735 0.5, 842526.9454499917 6520337.850578808 0.5, 842526.988421168 6520337.98283049 0.5))"
Round bollard,"POLYGON Z ((842526.664532542 6520339.82315558 0.5, 842526.6215613658 6520339.955407262 0.5, 842526.5090613657 6520340.037143297 0.5, 842526.3700037183 6520340.037143297 0.5, 842526.2575037183 6520339.955407262 0.5, 842526.214532542 6520339.82315558 0.5, 842526.2575037183 6520339.690903898 0.5, 842526.3700037183 6520339.609167864 0.5, 842526.5090613657 6520339.609167864 0.5, 842526.6215613658 6520339.690903898 0.5, 842526.664532542 6520339.82315558 0.5))"
Round bollard,"POLYGON Z ((842528.4716196429 6520340.29362246 0.5, 842528.4286484667 6520340.425874142 0.5, 842528.3161484667 6520340.507610177 0.5, 842528.1770908192 6520340.507610177 0.5, 842528.0645908192 6520340.425874142 0.5, 842528.021619643 6520340.29362246 0.5, 842528.0645908192 6520340.161370778 0.5, 842528.1770908192 6520340.079634744 0.5, 842528.3161484667 6520340.079634744 0.5, 842528.4286484667 6520340.161370778 0.5, 842528.4716196429 6520340.29362246 0.5))"
Round bollard,"POLYGON Z ((842530.469138777 6520340.63461174 0.5, 842530.4261676008 6520340.766863422 0.5, 842530.3136676007 6520340.848599456 0.5, 842530.1746099533 6520340.848599456 0.5, 842530.0621099533 6520340.766863422 0.5, 842530.019138777 6520340.63461174 0.5, 842530.0621099533 6520340.502360058 0.5, 842530.1746099533 6520340.420624023 0.5, 842530.3136676007 6520340.420624023 0.5, 842530.4261676008 6520340.502360058 0.5, 842530.469138777 6520340.63461174 0.5))"
Round bollard,"POLYGON Z ((842532.5197455949 6520341.1107371 0.5, 842532.4767744187 6520341.242988782 0.5, 842532.3642744187 6520341.324724817 0.5, 842532.2252167712 6520341.324724817 0.5, 842532.1127167712 6520341.242988782 0.5, 842532.069745595 6520341.1107371 0.5, 842532.1127167712 6520340.9784854185 0.5, 842532.2252167712 6520340.896749384 0.5, 842532.3642744187 6520340.896749384 0.5, 842532.4767744187 6520340.9784854185 0.5, 842532.5197455949 6520341.1107371 0.5))"
Round bollard,"POLYGON Z ((842534.369892977 6520341.34118228 0.5, 842534.3269218007 6520341.473433962 0.5, 842534.2144218007 6520341.555169997 0.5, 842534.0753641533 6520341.555169997 0.5, 842533.9628641532 6520341.473433962 0.5, 842533.919892977 6520341.34118228 0.5, 842533.9628641532 6520341.208930599 0.5, 842534.0753641533 6520341.127194564 0.5, 842534.2144218007 6520341.127194564 0.5, 842534.3269218007 6520341.208930599 0.5, 842534.369892977 6520341.34118228 0.5))"
Round bollard,"POLYGON Z ((842536.4379879379 6520341.8712761 0.5, 842536.3950167617 6520342.003527782 0.5, 842536.2825167617 6520342.085263817 0.5, 842536.1434591142 6520342.085263817 0.5, 842536.0309591142 6520342.003527782 0.5, 842535.987987938 6520341.8712761 0.5, 842536.0309591142 6520341.739024418 0.5, 842536.1434591142 6520341.657288384 0.5, 842536.2825167617 6520341.657288384 0.5, 842536.3950167617 6520341.739024418 0.5, 842536.4379879379 6520341.8712761 0.5))"
Round bollard,"POLYGON Z ((842538.13641087 6520342.17853879 0.5, 842538.0934396938 6520342.310790472 0.5, 842537.9809396937 6520342.392526506 0.5, 842537.8418820463 6520342.392526506 0.5, 842537.7293820463 6520342.310790472 0.5, 842537.68641087 6520342.17853879 0.5, 842537.7293820463 6520342.046287108 0.5, 842537.8418820463 6520341.9645510735 0.5, 842537.9809396937 6520341.9645510735 0.5, 842538.0934396938 6520342.046287108 0.5, 842538.13641087 6520342.17853879 0.5))"
Round bollard,"POLYGON Z ((842540.436133459 6520342.4194306 0.5, 842540.3931622828 6520342.551682281 0.5, 842540.2806622827 6520342.633418316 0.5, 842540.1416046353 6520342.633418316 0.5, 842540.0291046352 6520342.551682281 0.5, 842539.986133459 6520342.4194306 0.5, 842540.0291046352 6520342.287178918 0.5, 842540.1416046353 6520342.205442883 0.5, 842540.2806622827 6520342.205442883 0.5, 842540.3931622828 6520342.287178918 0.5, 842540.436133459 6520342.4194306 0.5))"
Round bollard,"POLYGON Z ((842542.42992016 6520342.92101963 0.5, 842542.3869489838 6520343.053271311 0.5, 842542.2744489837 6520343.135007346 0.5, 842542.1353913363 6520343.135007346 0.5, 842542.0228913362 6520343.053271311 0.5, 842541.97992016 6520342.92101963 0.5, 842542.0228913362 6520342.788767948 0.5, 842542.1353913363 6520342.707031913 0.5, 842542.2744489837 6520342.707031913 0.5, 842542.3869489838 6520342.788767948 0.5, 842542.42992016 6520342.92101963 0.5))"
Round bollard,"POLYGON Z ((842544.04159778 6520343.73509669 0.5, 842543.9986266037 6520343.867348372 0.5, 842543.8861266037 6520343.949084407 0.5, 842543.7470689563 6520343.949084407 0.5, 842543.6345689562 6520343.867348372 0.5, 842543.59159778 6520343.73509669 0.5, 842543.6345689562 6520343.6028450085 0.5, 842543.7470689563 6520343.521108974 0.5, 842543.8861266037 6520343.521108974 0.5, 842543.9986266037 6520343.6028450085 0.5, 842544.04159778 6520343.73509669 0.5))"
Round bollard,"POLYGON Z ((842542.111001954 6520344.54721608 0.5, 842542.0680307777 6520344.679467762 0.5, 842541.9555307777 6520344.761203797 0.5, 842541.8164731303 6520344.761203797 0.5, 842541.7039731302 6520344.679467762 0.5, 842541.661001954 6520344.54721608 0.5, 842541.7039731302 6520344.414964398 0.5, 842541.8164731303 6520344.333228364 0.5, 842541.9555307777 6520344.333228364 0.5, 842542.0680307777 6520344.414964398 0.5, 842542.111001954 6520344.54721608 0.5))"
Round bollard,"POLYGON Z ((842540.380243561 6520345.63178313 0.5, 842540.3372723848 6520345.764034811 0.5, 842540.2247723847 6520345.845770846 0.5, 842540.0857147373 6520345.845770846 0.5, 842539.9732147373 6520345.764034811 0.5, 842539.930243561 6520345.63178313 0.5, 842539.9732147373 6520345.499531448 0.5, 842540.0857147373 6520345.417795413 0.5, 842540.2247723847 6520345.417795413 0.5, 842540.3372723848 6520345.499531448 0.5, 842540.380243561 6520345.63178313 0.5))"
Round bollard,"POLYGON Z ((842538.185140233 6520348.9551184 0.5, 842538.1421690568 6520349.087370082 0.5, 842538.0296690568 6520349.1691061165 0.5, 842537.8906114093 6520349.1691061165 0.5, 842537.7781114093 6520349.087370082 0.5, 842537.7351402331 6520348.9551184 0.5, 842537.7781114093 6520348.822866718 0.5, 842537.8906114093 6520348.741130684 0.5, 842538.0296690568 6520348.741130684 0.5, 842538.1421690568 6520348.822866718 0.5, 842538.185140233 6520348.9551184 0.5))"
Round bollard,"POLYGON Z ((842537.764477983 6520350.92709678 0.5, 842537.7215068068 6520351.059348462 0.5, 842537.6090068067 6520351.141084497 0.5, 842537.4699491593 6520351.141084497 0.5, 842537.3574491593 6520351.059348462 0.5, 842537.314477983 6520350.92709678 0.5, 842537.3574491593 6520350.794845099 0.5, 842537.4699491593 6520350.713109064 0.5, 842537.6090068067 6520350.713109064 0.5, 842537.7215068068 6520350.794845099 0.5, 842537.764477983 6520350.92709678 0.5))"
Round bollard,"POLYGON Z ((842537.3425722959 6520352.95260714 0.5, 842537.2996011197 6520353.084858822 0.5, 842537.1871011197 6520353.166594856 0.5, 842537.0480434722 6520353.166594856 0.5, 842536.9355434722 6520353.084858822 0.5, 842536.892572296 6520352.95260714 0.5, 842536.9355434722 6520352.820355458 0.5, 842537.0480434722 6520352.7386194235 0.5, 842537.1871011197 6520352.7386194235 0.5, 842537.2996011197 6520352.820355458 0.5, 842537.3425722959 6520352.95260714 0.5))"
Round bollard,"POLYGON Z ((842540.453288334 6520286.82366598 0.5, 842540.4103171577 6520286.955917662 0.5, 842540.2978171577 6520287.037653697 0.5, 842540.1587595103 6520287.037653697 0.5, 842540.0462595102 6520286.955917662 0.5, 842540.003288334 6520286.82366598 0.5, 842540.0462595102 6520286.6914142985 0.5, 842540.1587595103 6520286.609678264 0.5, 842540.2978171577 6520286.609678264 0.5, 842540.4103171577 6520286.6914142985 0.5, 842540.453288334 6520286.82366598 0.5))"
Round bollard,"POLYGON Z ((842545.3097488739 6520284.31201487 0.5, 842545.2667776977 6520284.444266552 0.5, 842545.1542776977 6520284.526002587 0.5, 842545.0152200502 6520284.526002587 0.5, 842544.9027200502 6520284.444266552 0.5, 842544.859748874 6520284.31201487 0.5, 842544.9027200502 6520284.179763189 0.5, 842545.0152200502 6520284.098027154 0.5, 842545.1542776977 6520284.098027154 0.5, 842545.2667776977 6520284.179763189 0.5, 842545.3097488739 6520284.31201487 0.5))"
Round bollard,"POLYGON Z ((842546.916859924 6520282.90321086 0.5, 842546.8738887478 6520283.0354625415 0.5, 842546.7613887477 6520283.117198576 0.5, 842546.6223311003 6520283.117198576 0.5, 842546.5098311002 6520283.0354625415 0.5, 842546.466859924 6520282.90321086 0.5, 842546.5098311002 6520282.770959178 0.5, 842546.6223311003 6520282.689223143 0.5, 842546.7613887477 6520282.689223143 0.5, 842546.8738887478 6520282.770959178 0.5, 842546.916859924 6520282.90321086 0.5))"
Round bollard,"POLYGON Z ((842548.078122812 6520281.32336587 0.5, 842548.0351516358 6520281.455617552 0.5, 842547.9226516357 6520281.537353586 0.5, 842547.7835939883 6520281.537353586 0.5, 842547.6710939882 6520281.455617552 0.5, 842547.628122812 6520281.32336587 0.5, 842547.6710939882 6520281.191114188 0.5, 842547.7835939883 6520281.109378153 0.5, 842547.9226516357 6520281.109378153 0.5, 842548.0351516358 6520281.191114188 0.5, 842548.078122812 6520281.32336587 0.5))"
